date,state,city,weather,light,visibility,fatalities,primary_cause,type,pilot_age,total_hours_model_flown,hours_model_flown_90_days,hours_flown_90_days,total_hours_flown,pilot_certification,engines,aircraft_make,aircraft_model,hours_airframe,remarks
6/8/1978,TX,SUGARLAND,Light Snow,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Collision With Other,49,40,null,null,9000,null,2,PIPER,PA30,null,"PILOT STRAYED OFF THE TAXIWAY, HIT A BOUNDARY CABLE SEPARATING THE TAXIWAY FROM A ADJACENT ROAD."
8/26/1979,MA,NEWBURYPORT,Hurricane,Day,Greater than 10 miles,null,Delayed Action in Aborted Takeoff,Collision With Other,24,5,5,6,79,null,1,CESSNA,172,906,ABORTED TAKEOFF. UNABLE TO STOP. RAN OFF DEPARTURE END OF RWY INTO ROUGH GROUND.FACTOR; PILOT MISJUDGEMENT.
1/28/1979,AL,CLANTON,Hurricane,Day,null,null,null,Fire or Explosion - On Ground,29,104,18,28,1362,null,2,CESSNA,310,5223,.
5/20/1979,MI,BENTON HARBOR,null,Day,Greater than 10 miles,null,Inadvertant Retrieval of Landing Gear,Gear Retrieval,66,650,null,null,1017,null,1,MOONEY,M20J,null,PILOT INADVERTENTLY RETRACTED GEAR ON ROLLOUT.
10/21/1978,NY,FLUSHING,Weather Non-Factor,Day,Greater than 10 miles,null,null,System Malfunction or Failure,32,500,null,null,2100,null,1,BELL,206,null,PILOT NOTED CONTROL STIFFNESS. MADE A RUN ON LANDING. CONTROL BOOST HYDRAULIC PUMP HAD FAILED.
12/27/1978,MI,HOWELL,null,Day,5,null,Improper Level Off,Hard Landing,34,18,null,null,20,null,1,PIPER,PA38112,null,STUDENT PILOT HIT THE RUNWAY NOSE FIRST. NOSE GEAR COLLAPSED.
7/15/1979,WI,MILWAUKEE,Hurricane,Day,Greater than 10 miles,null,Downwind Takeoff or Landing,Stall,30,240,29,29,331,null,1,CESSNA,172,580,"TOWER GAVE PLT A DOWNWIND RWY. PLT FAILED TO RECOGNIZE PROPER WIND DIRECTION. ACFT BALLOONED, DRIFTED OFF RWY,STALL."
8/13/1978,CA,COMPTON,null,Day,3,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,48,10,null,null,124,null,1,BLANCA,7,null,PILOT LOST DIRECTIONAL CONTROL. RAN OFF SIDE OF RUNWAY AFTER LANDING.
3/29/1978,OH,MIDDLE BASS,Hurricane,Day,6,null,Selected Unsuitable Terrain,Loss of Directional Control - Ground Loop,57,14,null,null,381,null,1,PIPER,PA28140,null,PILOT TAKING OFF FROM GRAVEL STRIP LOST DIRECTIONAL CONTROL WHEN HE WENT THROUGH A WATER FILLED HOLE.
4/17/1979,WA,PORT ANGELES,Hurricane,Day,Greater than 10 miles,null,Forgot to Extend Landing Gear,Wheels - Up Landing,26,90,null,null,1300,null,2,PIPER,PA23,null,PILOT FORGOT TO EXTEND THE LANDING GEAR BEFORE TOUCHDOWN.
8/3/1979,WA,BLYN,Fog,Day,null,null,Insufficient Terrain Clearance in Route,Collision With Trees,33,277,42,246,3096,null,1,CESSNA,172,1099,STRUCK TREES ON MOUNTAIN IN LEVEL FLIGHT. PILOT DOES NOT REMEMBER FLIGHT. NO WITNESSES. FOG IN AREA.
4/4/1979,OK,MCALESTER,null,Day,Greater than 10 miles,null,Forgot to Extend Landing Gear,Wheels - Up Landing,24,100,null,null,1800,null,1,CESSNA,210,null,"STUDENT AND INSTRUCTOR FORCED TO RESEQUENCE IN THE LANDING PATTERN,RETRACTED GEAR, FORGOT TO LOWER IT AGAIN.ZN."
7/19/1979,IL,JERSEYVILLE,Light Snow,Day,10,null,Improper Level Off,Nose Up or Over,null,24,6,6,47,null,1,CESSNA,172,834,"STUDENT PILOT LANDED LONG, BOUNCED, AND FLIPPED OVER IN A DITCH."
1/11/1979,NH,HAMPTON,null,Day,Greater than 10 miles,null,Miused Carburetor Heat / Deicing Procedure,Forced Landing,32,14,null,null,35,null,1,PIPER,J3,null,"ENGINE QUIT ON FINAL, CARB HEAT ON. CARBUREATOR HEAT BOX WAS REPLACED."
11/18/1978,AZ,PRESCOTT,Light Snow,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,35,500,null,null,900,null,1,CESSNA,182,null,WHILE ATTEMPTING TURN-OFF AFTER LANDING AIRCRAFT WENT OFF RUNWAY INTO SOFT DIRT. DAMAGE TO PROP.
4/16/1979,CA,EL CAJON,null,Day,10,null,Improper Operational Brake - Flight Control-Ground,Nose Up or Over,27,50,null,null,20000,null,1,PIPER,J4A,null,FLIGHT INSTRUCTOR AND STUDENT MAKING MAG CHECK BEFORE TAKEOFF. TAIL CAME UP AND PROP HIT THE GROUND.
3/14/1979,KY,LOUISVILLE,Thunderstorm,Day,10,null,Failed to Avoid Objects or Obstructions,Collision With Other,26,230,null,null,3300,null,2,BEECH,E18S,null,TAXIING AIRCRAFT STRUCK BAGGAGE CART.
12/29/1978,FL,GAINESVILLE,Hurricane,Day,null,null,Improper Procedure in Torque Flight Compensator,Jet Blast,null,null,null,null,null,null,2,BEECH,B50,null,PILOT WAS TAXIING BEHIND A LARGE JET. HIS RUDDER WAS DAMAGED BY JET BLAST DURING CROSS BLEED START.
7/7/1979,IN,BROWNSBURG,Hurricane,Day,null,null,null,Gear Collapse,54,350,null,null,21000,null,1,BEECH,E35,null,NOSE GEAR COLLAPSED ON LANDING. WHEEL BEARING WAS RUSTED AND FROZE. ACTUATING ROD EYE END P/N HH-55 HAD BROKEN.
11/2/1978,TX,PECOS,Hurricane,Day,null,null,null,Gear Collapse,34,300,null,null,2220,null,1,BEECH,N35,null,"GEAR COLLAPSED ON ROLL OUT, GEAR DOWN WIRE DISCONNECTED AT MOTOR."
6/6/1979,OH,WILLARD,Hurricane,Day,7,null,Delayed in Initiating Go-around,Overshoot Landing,29,1,1,13,57,null,1,CESSNA,172,1095,COMMERCIAL PILOT WAS CHECKING NEW PRIVATE PILOT OUT IN TYPE ACFT. GAVE SIMULATED ENGINE OUT. RAN OFF END RWY.
9/26/1979,HI,HONOLULU,Light Snow,Day,Greater than 10 miles,null,Unsafe Acts By Third Party,Wheels - Up Landing,48,1000,null,null,11500,null,2,CESSNA,320,null,"PILOT UNABLE TO EXTEND NOSE GEAR. FIRST RETRACTION AFTER MAINTENANCE, ONE GEAR DOOR LEFT LOOSE."
11/6/1978,TX,COLLEGE STATION,Light Snow,Night,10,null,Improper Operational Brake - Flight Control-Ground,Collision With Other,33,1000,null,null,6000,null,2,BEECH,58,null,"PILOT ALLOWED AIRCRAFT TO RUN OFF TAXIWAY, PROPELLER STRUCK TAXIWAY."
3/31/1979,TX,SMITHVILLE,Hurricane,Day,5,null,Improper Level Off,Gear Collapse,55,225,14,14,1164,null,1,CESSNA,210,1513,"HARD LANDING, GEAR COLLAPSED. PILOT SAID ELEVATOR CONTROL JAMMED. PRE ACCIDENT CONTROL PROBLEM NOT VERIFIED."
11/26/1978,NY,ALBANY,Hurricane,Day,null,null,null,Other/Miscellaneous,27,80,null,null,80,null,1,PIPER,PA28140,null,PILOT REPORTED SMOKE AND ODOR IN COCKPIT. PROBABLE OIL SPILL ON EXHAUST STACK.
6/24/1979,LA,GRAND ISLAND,Hurricane,Night,6,null,Miused Carburetor Heat / Deicing Procedure,Collision With Wires-Poles,22,34,17,17,92,null,1,CESSNA,172,2020,PILOT ATTEMPTED PRECAUTIONARY LANDING AT NIGHT BECAUSE OF CARBURETOR ICE. HIT WIRES DURING FINAL APPROACH.
10/20/1978,OH,ABERDEEN,Light Snow,Day,Greater than 10 miles,null,Retracted Gear Early on Takeoff,Gear Retrieval,54,650,null,null,3115,null,1,BEECH,V35B,null,PILOT STATES GEAR HANDLE DOWN AND GEAR SAFE LIGHTS ON. AS AIRCRAFT APPROACHED TAKEOFF SPEED. GEAR COLLAPSED.
2/5/1979,NJ,NEWARK,Hurricane,Night,null,null,null,Wheels - Up Landing,24,600,null,null,2000,null,2,LEAR,25,null,"PILOT UNABLE TO EXTEND RIGHT GEAR FOR LANDING, REPLACED RETRACT STRUT."
7/13/1978,OR,HILLSBORO,Hurricane,Day,null,null,null,Engine Malfunction,null,null,null,null,null,null,1,MOONEY,M20E,null,PILOT DECLARED EMERGENCY AND RETURNED DUE TO A ROUGH ENGINE. CAUSE NOT DETERMINED.
11/18/1979,TX,EL PASO,Hurricane,Day,Greater than 10 miles,1,Pilot/Miscellaneous Unsafe Actions,Propeller/Rotor Accident to Person,50,1050,40,40,1123,null,1,CESSNA,210,284,PASSENGER DEPLANED TO OPEN HANGAR FOR PILOT. WALKED INTO IDLING PROPELLOR.
9/13/1978,NY,WHITE LAKE,Hurricane,Day,null,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,28,null,null,null,null,null,1,CHILD,S1SPITTS,null,"PILOT BOUNCED ON LANDING, FOLLOWED BY GROUND LOOP."
11/8/1978,OK,SEMINOLE,Light Snow,Day,Greater than 10 miles,null,null,Wheels - Up Landing,45,304,null,null,380,null,1,BEECH,V35B,null,PILOT UNABLE TO EXTEND GEAR BEFORE LANDING. RETRACTION ARM IN ACTUATOR BOX WAS NOT PROPERLY ENGAGED.
11/16/1978,OK,BETHANY,Hurricane,Day,2,null,null,Engine Malfunction,51,2500,null,null,4300,null,2,PIPER,PA31,null,ABORTED TAKEOFF DUE TO ENGINE FIRE. CYLINDER FLANGE BROKE LOOSE FROM ENGINE.
11/26/1979,PA,SPRINGBROOK TWP,Hurricane,Night,7,null,Failed to Avoid Objects or Obstructions,Collision With Trees,40,null,null,null,3500,null,1,CESSNA,U206G,null,"ACFT HIT TREES WHILE CIRCLING FOR A NIGHT LDG AT A SMALL AIRPORT IN HILLY, WOODED TERRAIN. WX LOW CLEILING AND RAIN."
8/27/1978,MO,KANSAS CITY,Light Snow,Day,null,null,Inadvertant Retrieval of Landing Gear,Gear Retrieval,32,50,null,null,700,null,null,PIPER,601,null,NOSE WHEEL COLLAPSED AS AIRCRAFT TAXIED DOWN TAXIWAY. POSSIBLE INADVERTENT GEAR RETRACTION.
10/14/1978,SC,HILTON HEAD ISL,Light Snow,Night,Greater than 10 miles,null,null,Gear Collapse,30,50,null,null,1500,null,2,PIPER,PA34200,null,"NOSE GEAR COLLAPSED ON LANDING. COULD HAVE BEEN DUE TO IMPACT DAMAGE, PILOT SAID HE HAD 3 GREEN LIGHTS ON FINAL."
10/9/1978,WA,POINT ROBERTS,Hurricane,Day,null,null,null,Nose Up or Over,25,400,null,null,1250,null,1,CESSNA,172,null,"CROSS WIRES BETWEEN THE FLOATS BROKE DURING THE TAKE OFF RUN. FLOATS SPREAD AND DUG IN THE WATER, AIRCRAFT FLIPPED."
10/6/1978,UT,MONUMENT VALLEY,Hurricane,Unknown,Greater than 10 miles,null,Failed to Maintain Adequate Flying Speed,Hard Landing,37,14,null,null,93,null,1,CESSNA,182,null,"HARD LANDING DUE TO INADEQUATE AIRSPEED, LANDING GEAR DAMAGED."
7/22/1979,CA,NEWPORT BEACH,Hurricane,Day,Greater than 10 miles,null,Failed to Maintain Adequate Flying Speed,Stall,42,null,null,null,null,null,1,CESSNA,210,null,"ATTEMPTED TO MAKE AIRPORT AFER ENGINE STOPPED DUE TO LACK OF OIL. STALLED AIRCRAFT IN A TURN, HIT CLIFF."
11/10/1979,NY,ORCHARD PARK,Hurricane,Night,null,null,Improper Operational Brake - Flight Control-Ground,Collision With Other,55,20,null,null,119,null,1,CESSNA,172,null,"WHILE LANDING IN GUSTY WINDS, PILOT VEERED LEFT OFF RUNWAY, HIT TETRAHEDRON, CONTINUED BACK ON RUNWAY."
1/2/1979,NJ,TETERBORO,Hurricane,Day,null,null,Failed to Follow Approved Procedure/Instruction,Other/Miscellaneous,50,null,null,null,7500,null,2,PIPER,PA23250,null,PILOT FAILED TO REPORT AND EXPLAIN DEVIATION FROM IFR CLEARANCE.
3/19/1979,CA,SANTA ROSA,Hurricane,Day,Greater than 10 miles,null,Forgot to Extend Landing Gear,Wheels - Up Landing,null,40,null,null,2000,null,1,TMPSON,NAVIONB,null,PILOT FORGOT TO EXTEND LANDING GEAR BEFORE LANDING.
3/17/1979,CT,WINDSOR LOCKS,Hurricane,Day,Greater than 10 miles,null,null,Gear Collapse,49,14,null,null,1330,null,2,MNSLNR,MS760,null,GEAR COLLAPSED DURING LANDING AFTER EXPERIENCING ELECTRICAL FAILURE.
1/16/1979,DC,WASHINGTON,Light Snow,Night,null,null,Undetermined,Wheels - Up Landing,56,125,null,null,600,null,2,PIPER,PA30,null,MECHANICAL EXTENSION HANDLE JAMMED WHEN THE GEAR MOTOR STARTED. PILOT HAD MULTIPLE PROBLEMS FROM UNKNOWN ORIGIN.
6/17/1979,CA,SAN DIEGO,Hurricane,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,36,null,null,null,102,null,1,LUSCOM,8,null,PILOT LOST DIRECTIONAL CONTROL AFTER LANDING.
2/3/1979,MI,FRASER,Hurricane,Day,null,null,Started Engine Without Assistance/Equipment,Collision With Other,null,87,null,null,87,null,1,CESSNA,172,null,"AIRCRAFT SLID FORWARD AFTER BEING HAND PROPPED, STRUCK PARKED AIRCRAFT."
1/26/1979,RQ,SAN JUAN,Light Snow,Day,null,null,null,Other/Miscellaneous,29,7,3,3,49,null,1,PIPER,PA28140,2165,DITCHED IN OCEAN DUE TO ENGINE FAILURE. INVESTIGATION REVEALED RUPTURED OIL COOLER RETURN HOSE. AD 76-25-06 OK.
9/19/1978,MT,ARLEE,null,Day,Greater than 10 miles,null,null,Forced Landing,37,63,null,null,67,null,1,MOONEY,M20,null,STUDENT DESCENDING TO MAINTAIN CLOUD CLEARANCE WHEN ENGINE BECAME ROUGH AND WOULD NOT DEVELOP FULL POWER.
4/28/1979,PA,KUTZTOWN,null,Day,null,null,null,Gear Collapse,53,1330,null,null,3615,null,1,BLANCA,7,null,LEFT MAIN LANDING GEAR BROKE OFF ON LANDING.AN OLD CRACK WAS DISCOVERED.
12/13/1978,NH,LACONIA,null,Day,Greater than 10 miles,null,Miscellaneous Unsafe Actions - Starting Engine,Collision With Other,36,30,null,null,30,null,null,BEECH,23,null,STUDENT PILOT UNABLE TO STOP AIRCRAFT AFTER START ON ICY RAMP. PLANE STRUCK A PARKED AIRCRAFT.
1/3/1979,NY,NEW YORK,Light Snow,Dusk,Greater than 10 miles,null,null,Airframe Failure - In Flight,36,5000,null,null,10000,null,1,BELL,47,4977,"MAST CONTROL STABILIZER BAR FRAME, BELL PN 47-140-112, FAILED."
10/8/1979,ID,SWAN VALLEY,Light Rain,Day,Greater than 10 miles,1,Failed to Avoid Objects or Obstructions,Collision With Trees,32,596,183,183,3534,null,1,AEROSP,SA315B,2797,HELICOPTER CARRYING 150 FT LONG CABLE CAUGHT CABLE IN TREE. POSSIBLE PILOT INCAPACITATION.
5/13/1979,AZ,POSTON,null,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,33,25,20,127,1825,null,1,CESSNA,140,null,LOST CONTROL OF ACFT WHILE TAXIING IN GUSTY WIND. INADEQUATE SUPERVISION OF STUDENT BY FLIGHT INSTRUCTOR A FACTOR.
1/4/1979,NE,MINDEN,Light Snow,Day,3,null,null,Engine Malfunction,34,250,null,null,650,null,1,CESSNA,206,null,ZA ENGINE SPUTTERED THEN QUIT. NO REASON FOR THE ENGINE STOPPAGE COULD BE FOUND.
2/7/1979,CA,FILLMORE,Light Snow,Day,Greater than 10 miles,null,Failed to Maintain Adequate Flying Speed,Stall,21,14,14,17,23,null,1,CESSNA,A150L,3710,"AIRCRAFT OBSERVED MAKING LOW PASSES OVER TRAILER PARK.FINAL PASS,WOBBLED,NOSED STRAIGHT INTO GROUND."
2/7/1975,CA,DESERT CENTER,Light Snow,Unknown,null,null,Undetermined,Nose Up or Over,null,null,null,null,null,null,1,CESSNA,180,null,REGISTERED TO FICTITIOUS ORG.PLT UNK.TOTAL ABD AND INJURY INDEX PRESUMED.
7/23/1978,CO,BROOMFIELD,Hurricane,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,30,82,null,null,340,null,1,AMTRDK,DYKEDELTAJD2,null,PILOT RETURNING TO THE AIRPORT DUE TO LOW OIL PRESSURE. LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN.
1/30/1976,GA,MAYFIELD,Light Snow,Night,null,2,Failed to Maintain Adequate Flying Speed,Stall,37,null,null,null,null,null,1,CESSNA,182,null,WITNESS SAW ACFT ENTER VERT CLIMB FM TREETOP LYLTHEN ENTER VERT DIVE.BLOOD ALCOHOL LVL 0.198 PCT.
10/14/1979,IN,GEORGETOWN,Hurricane,Day,Greater than 10 miles,null,Failed/Incorrect Usage of Miscellaneous Equipment,Other/Miscellaneous,36,100,null,null,140,null,1,CESSNA,152,null,"ENGINE BECAME ROUGH, PILOT CHECKED FOR CARB ICE. MADE PRECAUTIONARY LANDING IN A FIELD. PRIMER UNLOCKED AND OUT."
3/4/1979,DE,MAGNOLIA,Hurricane,Day,Greater than 10 miles,null,null,Wheels - Up Landing,null,117,null,null,336,null,1,CESSNA,177,null,NOSE GEAR COULD NOT BE EXTENDED FOR LANDING. CAUSE NOT REPORTED.
11/5/1979,NJ,MANVILLE,null,Day,null,null,Improper Level Off,Hard Landing,39,12,null,null,12,null,1,PIPER,PA38112,null,"STUDENT PILOT BOUNCED ON LANDING, LANDED ON NOSE WHEEL WHICH BROKE, THEN DAMAGED PROP."
7/14/1979,PA,HANOVER,Light Snow,Night,3,null,null,Collision With Trees,47,227,11,180,10260,null,1,CESSNA,175,2255,"ENG. LOST POWER DURING NIGHT TAKEOFF, STRUCK TREES ON RISING TERRAIN. FOUND BURNED EXHAUSE VALVE."
12/15/1979,MI,DETROIT,Hurricane,Day,7,null,Miscellaneous Misuse - Fuel System,Other/Miscellaneous,23,1,null,null,1500,null,1,SLINDS,100,null,"PILOT TOOK OFF WITH FUEL TANK SELECTOR IN OFF POSITION, ENGINE LOST POWER, LANDED SAFELY OFF END OF RUNWAY."
1/4/1979,IL,CHICAGO,Hurricane,Dusk,null,null,null,Forced Landing,51,500,null,null,5000,null,2,CESSNA,310,null,"ENGINE LOST POWER DUE TO ICE IN FUEL STRAINER. GEAR COLLAPSED, PN 0841137-1 FOUND TO BE BENT."
10/2/1979,KY,PADUCAH,Light Snow,Day,10,null,null,Loss of Directional Control - Ground Loop,43,100,null,null,1200,null,2,CESSNA,340,null,"OUTER WHEEL BEARING SEIZED DURING LANDING ROLL, RIM AND TIRE LEFT THE WHEEL."
3/25/1979,NE,LINCOLN,Hurricane,Dusk,Greater than 10 miles,null,Improper Management - Fuel Tank Selector,Other/Miscellaneous,56,124,null,null,124,null,null,PICARD,AX6,null,"BALLOON PILOT BECALMED, FORCED TO LAND IN RESIDENTIAL AREA DUE TO LOW FUEL."
12/12/1978,NY,BROOKLYN,Hurricane,Day,10,null,Unsafe Acts By Third Party,Forced Landing,46,110,null,null,132,null,1,CESSNA,150,3501,PILOT MADE PRECAUTIONARY LANDING DUE TO POWER LOSS EXHAUST ROCKER ARMS INSTALLED IN INTAKE PISTIONS.
3/29/1979,IL,WHEELING,Hurricane,Dusk,Less than 1 mile,null,null,Fire or Explosion - In Flight,40,null,null,null,8000,null,2,BEECH,65,7696,"ENGINE FAILED DUE TO FAILURE OF #2 ROD BEARING. FUEL LINE RUPTURED, CAUSING UNCONTROLLED ENGINE FIRE."
3/24/1978,FL,MIAMI,Hurricane,Day,null,null,null,Fire or Explosion - On Ground,40,200,null,null,1300,null,2,PIPER,PA23250,null,"NOTICED FIRE DURING RUN-UP. EXHAUST STACK BROKE, IGNITED FIBERGLASS NOSE COWL."
5/4/1978,MN,CRYSTAL,Hurricane,Day,Greater than 10 miles,null,Inadequate Inspection of Aircraft - Preflight,Loss of Directional Control - Ground Loop,45,500,null,null,3000,null,2,BEECH,95,null,"DOOR POPPED OPEN ON TAKEOFF, PILOT LOST CONTROL WHILE TRYING TO LATCH DOOR, RAN OFF SIDE OF RUNWAY."
9/6/1978,MO,ST LOUIS,Thunderstorm,Night,null,null,null,Engine Malfunction,62,2500,null,null,31982,null,2,CVAC,340,null,ENGINE SHUT DOWN DUE TO HIGH OIL TEMP. FLIGHT RETURNED. SUSPECT INTERNAL FAILURE OF NOSE CASE.
9/8/1978,MT,BILLINGS,Light Snow,Day,Greater than 10 miles,null,null,Other/Miscellaneous,42,150,null,null,1200,null,1,CESSNA,182,null,"CONTROL WHEEL LOOSE DURING FINAL APPROACH. PILOT SWITCHED SEATS, LANDED SAFELY."
3/1/1979,NM,ALBUQUERQUE,Light Snow,Day,Greater than 10 miles,null,null,Engine Malfunction,30,700,null,null,4700,null,2,BEECH,200,null,ENGINE QUIT IN FLIGHT. FORWARD POWER TURBINE DISC LOST NEARLY ALL ITS BLADES.
5/27/1979,FL,BOCA RATON,Hurricane,Day,7,null,Failed to Maintain Adequate Flying Speed,Stall,36,null,null,null,null,null,2,BEECH,65,null,PILOT ATTEMPTED A GO-AROUND DUE TO TRAFFIC. AIRCRAFT STALLLED AND CRASHED.
12/13/1978,FL,PALM BEACH,Hurricane,Day,null,null,Forgot to Extend Landing Gear,Wheels - Up Landing,62,800,null,null,1500,null,2,CESSNA,337,null,"PILOT DISTRACTED, FORGOT TO EXTEND LANDING GEAR. WARNING HORN DID NOT OPERATE."
9/8/1979,VA,CHESAPEAKE,Hurricane,Day,8,null,null,Forced Landing,42,23,null,4,1142,null,1,PIPER,PA12,11235,ENGINE STOPPED ON INITIAL CLIMB DUE TO WATER IN THE FUEL. CRASHED INTO A FIELD OFF THE END OF THE RUNWAY.
10/27/1979,HI,KAHULUI,Hurricane,Day,null,null,null,Gear Collapse,62,1000,null,null,4000,null,null,TMPSON,NAVION/,null,RIGHT MAIN ACTUATING STRUT SUPPORT SHAFT BROKEN. NO GEAR SAFE LIGHT. GEAR COLLAPSED AFTER TOUCHDOWN.
7/31/1979,AL,LANDERSVILLE,null,Day,10,null,Poor Preflight Plan - Fuel Quantity,Forced Landing,24,null,null,null,1033,null,1,CESSNA,177,null,FORCED LANDING DUE TO FUEL EXHAUSTION.
2/1/1979,IL,WAUKEGAN,Hurricane,Day,null,null,Unsuitable Terrain Snow/Ice Area,Collision With Other,53,478,null,null,478,null,1,PIPER,PA28180,null,AIRCRAFT SLID FORWARD AFTER STARTING ENGINE ON ICE. STRUCK PARKED VEHICLE.
1/24/1979,TX,TEXAS CITY,Hurricane,Day,Greater than 10 miles,null,Poor Preflight Plan - Fuel Quantity,Forced Landing,41,4,null,null,124,null,1,GULSTM,AA5A,null,"PILOT RAN A TANK DRY SHORTLY AFTER TAKEOFF. DID NOT GET THE ENGINE GOING AGAIN, HAD FUEL IN ANOTHER TANK."
4/27/1979,NV,LAS VEGAS,Hurricane,Day,null,null,Forgot to Extend Landing Gear,Wheels - Up Landing,41,10,null,null,370,null,1,PIPER,PA28R201T,null,PILOT FAILED TO EXTEND LANDING GEAR.
8/6/1979,SC,CHARLESTON,Hurricane,Day,2,null,null,Fire or Explosion - On Ground,25,9,9,27,106,null,1,CESSNA,177,2089,"TAXI FOR TAKE OFF. FIRE ERUPTED IN WING TIP. POSSIBLE FUEL VENT LINE LEAK IN AREA, IGNITED BY STROBE."
2/26/1979,KY,LEXINGTON,Light Snow,Day,5,null,null,System Malfunction or Failure,27,800,null,null,2600,null,2,PIPER,PA34200,null,PILOT COULD NOT CHANGE POWER SETTINGS DUE TO ICE FORMATION ON THROTTLE CABLE.
10/21/1978,WI,DURHAM,Hurricane,Day,Greater than 10 miles,null,Landing Far Down / Land Area Overshot,Overshoot Landing,33,120,null,null,150,null,1,PIPER,PA28160,null,CARRIED POWER DURING THE FLARE FOR CROSSWIND LANDING ON SHORT RUNWAY. OVERSHOT.
4/21/1979,OK,TULSA,Hurricane,Day,10,1,Improper Operation of Flight Controls in Air,Spin,37,11,10,10,621,null,1,PIPER,PA20135,416,ENGINE FAILED. WATER AND TRASH FOUND IN FUEL. PILOT ALLOWED AIRCRAFT TO STALL AND SPIN.
8/17/1979,OH,FREDERICKTOWN,Hurricane,Day,8,null,Collided With Object on Final Approach,Collision With Wires-Poles,60,50,3,4,575,null,1,CESSNA,120,2245,HIT UNMARKED POWER LINES DURING FINAL APPROACH TO AIRPORT. CRASHED INVERTED.
12/7/1978,AK,KOTZEBUE,Wind,Night,Greater than 10 miles,null,null,Gear Collapse,39,3000,null,null,15000,null,null,BEECH,18,null,"AIRCRAFT HAD BEEN PARKED IN DRIFTED SNOW, GEAR COLLAPSED ON LANDING BECAUSE DOWNLOCKS FAILED TO HOLD. SUSPECT ICE."
9/20/1979,OH,STOW,Hurricane,Day,null,null,Failed to Avoid Objects or Obstructions,Collision With Other,54,17,null,null,70,null,1,BLANCA,1730,null,PILOT APPLIED FULL POWER TO MOVE PLANE OUT OF DEPRESSION. LOST CONTROL AND STRUCK PARKED 1358R.
4/6/1979,OH,SWANTAN,Fog,Night,Greater than 10 miles,null,null,Airframe Failure - In Flight,36,1118,54,97,5252,null,2,LEAR,25,3874,AUTO PILOT ELAVATOR TRIM SERVO ACUATOR MALFUNCTIONED IN FLIGHT. LANDED SAFELY.
1/19/1979,MI,ROMULUS,Light Snow,Night,Greater than 10 miles,4,Inadequate Space - Aircraft Wake Turbulence,Uncontrollable Collision With Ground,37,800,150,150,6600,null,2,LEAR,25,300,DURING LANDING AIRCRAFT OBSERVED ROLLING FROM ONE WING TO ANOTHER. WING TANK TOUCHED AND AIRPLANE CART-WHEELED.
2/10/1979,IL,SUBLETTE,Hurricane,Day,null,null,Failed to Avoid Ground or Water Collision,Controllable Collision With Ground,46,45,7,24,366,null,1,CESSNA,172,1738,PILOT FLEW INTO SNOW COVERED GROUND WHILE FLYING IN OPEN COUNTRY AT AN ALTITUDE LESS THAN 75 FEET.
7/19/1979,MS,STARKVILLE,Light Snow,Day,null,null,Improper Level Off,Hard Landing,31,21,null,null,104,null,1,CESSNA,172,null,NOSE WHEEL FAILED AFTER HARD LANDING.
1/6/1979,MI,KALAMAZOO,Light Snow,Day,Greater than 10 miles,null,null,Gear Collapse,46,55,null,null,250,null,1,PIPER,PA28R200,null,"ZW PILOT UNABLE TO GET SAFE LIGHT FOR RIGHT MAIN, COLLAPSED. INTERNAL LEAK IN POWER PACK, EMERGENCY SYSTEM OK."
4/12/1979,CO,AURORA,null,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,23,100,null,null,600,null,1,CESSNA,152,null,INSTRUCTOR ALLOWED STUDENT TO LOSE DIRECTIONAL CONTROL AFTER TOUCHDOWN.
4/28/1979,MX,BAJA,Hurricane,Day,null,null,Improper Level Off,Hard Landing,45,582,null,null,839,null,1,BLANCA,1730,null,RIGHT MAIN GEAR DAMAGED BY SIDELOAD DURING LANDING.
4/11/1979,NY,SYRACUSE,Hurricane,Day,Greater than 10 miles,null,Poor Preflight Plan - Fuel Quantity,Forced Landing,29,53,null,null,275,null,1,GRUMAV,TR2,null,"LANDED 300 FEET SHORT OF RUNWA AT DESTINATION, OUT OF FUEL."
